,adversary_0,adversary_1,adversary_2,agent_0
0,127.36289016191272,217.5623480748355,1207.6112908312418,-1297.515624621782
1,-3.720352178875747,-4.534740562683232,-5.7724712333995125,-25.944780391884787
2,-2.9671120373754105,-3.549840938915783,-3.329076224349008,-17.923857468734962
3,-7.444652214008009,-4.946489337709432,-4.235556594035742,-65.9377740716925
4,17.23660335036331,16.503966926369195,197.23779891424408,-195.67995776381002
5,-12.96108746086859,-9.137609515699335,-10.33480648535458,-36.576542139938965
6,45.62637886265425,46.80499887497671,496.32643640993166,-523.30491995425
7,-6.316868903435408,-4.823651048697101,-3.8500683019703192,-101.49944576577886
8,235.11842068581234,415.4592852380118,54.842133761110574,-605.265718754678
9,67.37820395239932,67.36679985377508,696.6191817076553,-697.8205844465623
10,85.91660877768511,176.54340922348013,807.012108345035,-941.4660065043091
11,96.27597551199185,94.89403799016692,996.231405053441,-1019.2576602420033
12,15.871875410476955,196.73348501039288,14.735040487882365,-216.42477681482262
13,318.32259161773726,227.84862410358963,1128.6421455878253,-1397.2050796200515
14,-6.369062332048049,-5.391930412190924,-6.4580229073781785,-77.13144027253009
15,12.211062813619641,11.555858751162027,186.4538005767401,-275.8773604650052
16,708.2241663633092,77.89360540540157,168.36931963323246,-809.2655600608759
17,57.34500148067995,57.83051356869631,597.506431140507,-597.2964626480663
18,108.07566908355817,288.3157867431889,918.2007108455705,-1125.7691498327122
19,196.97356389443954,377.64227832712544,1818.0349501518358,-2019.3011228786504
20,5.202076844612353,4.227353854537221,95.19743026532582,-229.19648305530055
21,-3.833618339247227,-4.433792244629388,-3.147504336853551,-99.96140451322529
22,-3.7364032242230762,-3.4274907837331297,-5.082030471303844,-21.74409453582514
23,48.112045502312036,48.24697884499026,498.5659617539306,-522.016343063538
24,-2.5580643042875115,-2.7853063962228592,-1.9041568846330938,-75.6563202407261
25,77.03496090964981,347.44566717397265,527.8755087008004,-796.5933134150185
26,-6.465882518917657,-5.1866016182985595,-7.499503859565372,2.5966577325044096
27,15.2547555177479,195.40424681470066,14.76225014963164,-224.45676675532195
28,4.601501188061272,4.848291638229618,93.59410648459614,-94.39409611763085
29,141.96475013479113,139.9981849156617,1491.560036083125,-1506.2950899641414
30,106.68702169245071,106.23167215877393,1097.1539134583268,-1124.6199240861272
31,-3.757969038937029,-3.363504762242991,-2.4503443998793557,-59.03570702815881
32,85.26110180664612,86.73182146194208,895.7337415182609,-905.5996181085025
33,64.22884556897883,64.0587129535146,694.4766487768545,-696.5902039999646
34,125.8526434502526,125.33667125881809,1295.1337157233315,-1315.398658977769
35,37.09130934881129,37.41839689451505,397.65734239730386,-402.64614316935064
36,-2.639635696026182,-3.5790546304502526,-2.6094727044283195,-53.87785602154129
37,126.87679017105668,577.8220011283677,847.4852887328246,-1302.9945992255741
38,-3.4622536104495087,-2.480103087767108,-2.2966593330069247,-150.8959269702626
39,16.04121157187673,196.79772215874075,16.545315320640388,-228.9169575488504
40,257.25198274902675,77.08278376459569,617.1475691814568,-797.8042902825543
41,5.418590024525434,96.44752400876257,4.646493987917483,-157.89194841456637
42,14.82578739009583,15.93623189621425,196.640879175836,-245.24004073098843
43,367.0094750102898,277.7671907446938,1628.0077585411148,-1903.4881772210535
44,126.41747117843093,124.74010919109108,1296.8561716117142,-1299.4195604063812
45,217.81709473112676,217.95094290307966,38.03306539102403,-403.1406385199915
46,-2.2367316509468838,-2.001143730508803,-1.8606225077464564,-98.75451170439412
47,156.80603630386497,157.8064680239748,1597.0503633095907,-1643.98923085822
48,16.736098453221533,17.436811880610296,197.31813345069418,-331.19157444070044
49,27.155174275160928,27.929920921852737,298.094413210202,-301.3017386225543
50,64.30491303756384,66.47913685993356,695.9205150920887,-746.7416514648849
51,-5.101822329503634,-3.8182740462224185,-4.488110798416982,-136.78764999733687
52,-1.7525911931329508,-1.3775348814751054,-1.9261759398094345,-115.75284620462332
53,-4.902663813423295,-6.578864651485069,-4.499114278264975,-23.97415761616213
54,76.64570436315479,256.8794311937121,617.2841186383321,-795.6354613265161
55,147.09703152049718,147.574348724387,1496.473463464598,-1509.5121148308826
